x_1;x_2;y
127;64287;0
128;64255;0
129;64290;0
130;64318;0
131;64345;0
132;64369;0
133;64274;0
134;64279;0
135;64316;0
136;64345;0
137;64300;0
138;64330;0
139;64318;0
140;64343;0
141;64320;0
142;64307;0
143;64297;0
144;64301;0
145;64333;0
146;64361;0
147;64349;0
148;64346;0
149;64320;0
150;64325;0
151;64344;0
152;64296;0
153;64344;0
154;64355;0
155;64303;0
156;64324;0
157;64329;0
158;64327;0
159;64377;0
160;64351;0
161;64393;0
162;64322;0
163;64358;0
164;64352;0
165;64371;0
166;64407;0
167;64376;0
168;64332;1
1;64217;0
2;64200;0
3;64243;0
4;64279;0
5;64249;0
6;64265;0
7;64271;0
8;64237;0
9;64205;0
10;64236;0
11;64258;0
12;64261;0
13;64254;0
14;64244;0
15;64195;0
16;64219;0
17;64207;0
18;64242;0
19;64269;0
20;64237;0
21;64228;0
22;64215;0
23;64240;0
24;64230;0
25;64206;0
26;64230;0
27;64203;0
28;64201;0
29;64274;0
30;64260;0
31;64252;0
32;64203;0
33;64256;0
34;64162;0
35;64222;0
36;64249;0
37;64196;0
38;64264;0
39;64236;0
40;64234;0
41;64260;0
42;64326;0
43;64184;0
44;64205;0
45;64261;0
46;64204;0
47;64237;0
48;64241;0
49;64205;0
50;64219;0
51;64224;0
52;64262;0
53;64241;0
54;64244;0
55;64211;0
56;64260;0
57;64283;0
58;64230;0
59;64249;0
60;64242;0
61;64276;0
62;64230;0
63;64270;0
64;64298;0
65;64260;0
66;64244;0
67;64306;0
68;64205;0
69;64263;0
70;64233;0
71;64282;0
72;64245;0
73;64276;0
74;64253;0
75;64232;0
76;64302;0
77;64261;0
78;64263;0
79;64249;0
80;64284;0
81;64272;0
82;64284;0
83;64200;0
84;64236;0
85;64240;0
86;64224;0
87;64262;0
88;64295;0
89;64204;0
90;64261;0
91;64294;0
92;64258;0
93;64297;0
94;64255;0
95;64226;0
96;64297;0
97;64220;0
98;64307;0
99;64266;0
100;64295;0
101;64290;0
102;64297;0
103;64278;0
104;64297;0
105;64301;0
106;64282;0
107;64310;0
108;64289;0
109;64256;0
110;64303;0
111;64293;0
112;64264;0
113;64365;0
114;64314;0
115;64245;0
116;64252;0
117;64254;0
118;64286;0
119;64256;0
120;64330;0
121;64362;0
122;64288;0
123;64325;0
124;64303;0
125;64320;0
126;64291;0
127;64300;0
128;64326;0
129;64288;0
130;64289;0
131;64292;0
132;64312;0
133;64375;0
134;64334;0
135;64341;0
136;64357;0
137;64362;0
138;64360;0
139;64347;0
140;64367;0
141;64352;0
142;64396;0
143;64387;0
144;64384;0
145;64381;0
146;64384;0
147;64379;1
1;64285;0
2;64201;0
3;64235;0
4;64255;0
5;64238;0
6;64274;0
7;64234;0
8;64224;0
9;64287;0
10;64233;0
11;64211;0
12;64213;0
13;64263;0
14;64303;0
15;64282;0
16;64311;0
17;64285;0
18;64246;0
19;64243;0
20;64211;0
21;64283;0
22;64252;0
23;64257;0
24;64212;0
25;64269;0
26;64243;0
27;64170;0
28;64240;0
29;64220;0
30;64161;0
31;64266;0
32;64254;0
33;64254;0
34;64200;0
35;64239;0
36;64211;0
37;64279;0
38;64272;0
39;64279;0
40;64258;0
41;64278;0
42;64247;0
43;64246;0
44;64297;0
45;64281;0
46;64240;0
47;64261;0
48;64277;0
49;64341;0
50;64217;0
51;64316;0
52;64306;0
53;64235;0
54;64274;0
55;64259;0
56;64215;0
57;64282;0
58;64239;0
59;64248;0
60;64250;0
61;64220;0
62;64279;0
63;64224;0
64;64243;0
65;64284;0
66;64292;0
67;64290;0
68;64266;0
69;64225;0
70;64280;0
71;64247;0
72;64242;0
73;64279;0
74;64314;0
75;64247;0
76;64219;0
77;64263;0
78;64307;0
79;64270;0
80;64294;0
81;64236;0
82;64306;0
83;64271;0
84;64251;0
85;64236;0
86;64305;0
87;64285;0
88;64277;0
89;64262;0
90;64291;0
91;64238;0
92;64258;0
93;64220;0
94;64216;0
95;64253;0
96;64265;0
97;64234;0
98;64255;0
99;64218;0
100;64255;0
101;64227;0
102;64270;0
103;64332;0
104;64256;0
105;64261;0
106;64252;0
107;64262;0
108;64277;0
109;64277;0
110;64228;0
111;64215;0
112;64220;0
113;64224;0
114;64248;0
115;64170;0
116;64258;0
117;64237;0
118;64253;0
119;64276;0
120;64241;0
121;64240;0
122;64244;0
123;64306;0
124;64228;0
125;64207;0
126;64313;0
127;64253;0
128;64259;0
129;64267;0
130;64279;0
131;64260;0
132;64261;0
133;64323;0
134;64239;0
135;64312;0
136;64296;0
137;64295;0
138;64236;0
139;64281;0
140;64270;0
141;64311;0
142;64321;0
143;64271;0
144;64278;0
145;64263;0
146;64255;0
147;64309;0
148;64273;0
149;64276;0
150;64280;0
151;64233;0
152;64253;0
153;64293;0
154;64276;0
155;64321;0
156;64261;0
157;64293;0
158;64307;0
159;64311;0
160;64342;0
161;64296;0
162;64274;0
163;64320;0
164;64310;0
165;64289;0
166;64290;0
167;64272;0
168;64248;0
169;64287;0
170;64319;0
171;64256;0
172;64332;0
173;64230;0
174;64277;0
175;64284;0
176;64291;0
177;64343;0
178;64334;0
179;64308;0
180;64298;0
181;64317;0
182;64303;0
183;64308;0
184;64356;0
185;64204;0
186;64358;0
187;64310;0
188;64298;0
189;64282;0
190;64331;0
191;64310;0
192;64309;0
193;64340;0
194;64234;0
195;64318;0
196;64342;0
197;64313;0
198;64330;0
199;64348;0
200;64331;0
201;64351;0
202;64339;0
203;64332;0
204;64280;0
205;64337;0
206;64322;0
207;64342;0
208;64418;0
209;64323;0
210;64335;0
211;64351;0
212;64326;0
213;64317;0
214;64284;0
215;64357;0
216;64387;0
217;64306;0
218;64320;0
219;64354;0
220;64335;0
221;64303;0
222;64374;0
223;64320;0
224;64382;0
225;64375;0
226;64367;0
227;64386;0
228;64334;0
229;64380;0
230;64367;1
1;64250;0
2;64241;0
3;64263;0
4;64313;0
5;64280;0
6;64216;0
7;64240;0
8;64294;0
9;64238;0
10;64234;0
11;64268;0
12;64291;0
13;64269;0
14;64278;0
15;64207;0
16;64219;0
17;64284;0
18;64249;0
19;64303;0
20;64256;0
21;64279;0
22;64273;0
23;64256;0
24;64278;0
25;64283;0
26;64241;0
27;64211;0
28;64248;0
29;64275;0
30;64236;0
31;64269;0
32;64257;0
33;64219;0
34;64271;0
35;64313;0
36;64241;0
37;64293;0
38;64278;0
39;64256;0
40;64182;0
41;64238;0
42;64219;0
43;64291;0
44;64290;0
45;64206;0
46;64275;0
47;64293;0
48;64302;0
49;64274;0
50;64228;0
51;64333;0
52;64297;0
53;64309;0
54;64249;0
55;64297;0
56;64316;0
57;64282;0
58;64252;0
59;64230;0
60;64299;0
61;64286;0
62;64305;0
63;64328;0
64;64274;0
65;64280;0
66;64281;0
67;64287;0
68;64304;0
69;64278;0
70;64253;0
71;64252;0
72;64277;0
73;64233;0
74;64240;0
75;64293;0
76;64267;0
77;64285;0
78;64265;0
79;64245;0
80;64260;0
81;64270;0
82;64289;0
83;64251;0
84;64276;0
85;64289;0
86;64296;0
87;64263;0
88;64290;0
89;64311;0
90;64248;0
91;64292;0
92;64200;0
93;64240;0
94;64312;0
95;64257;0
96;64247;0
97;64278;0
98;64263;0
99;64279;0
100;64311;0
101;64307;0
102;64301;0
103;64254;0
104;64257;0
105;64281;0
106;64327;0
107;64217;0
108;64300;0
109;64271;0
110;64247;0
111;64278;0
112;64282;0
113;64289;0
114;64274;0
115;64309;0
116;64267;0
117;64278;0
118;64291;0
119;64251;0
120;64252;0
121;64288;0
122;64280;0
123;64267;0
124;64263;0
125;64320;0
126;64290;0
127;64277;0
128;64312;0
129;64282;0
130;64287;0
131;64286;0
132;64271;0
133;64280;0
134;64346;0
135;64261;0
136;64315;0
137;64301;0
138;64297;0
139;64341;0
140;64321;0
141;64334;0
142;64277;0
143;64251;0
144;64280;0
145;64357;0
146;64328;0
147;64306;0
148;64289;0
149;64287;0
150;64365;0
151;64304;0
152;64304;0
153;64300;0
154;64301;0
155;64279;0
156;64315;0
157;64345;0
158;64274;0
159;64306;0
160;64349;0
161;64326;0
162;64356;0
163;64260;0
164;64235;0
165;64294;0
166;64289;0
167;64306;0
168;64277;0
169;64303;0
170;64278;0
171;64321;0
172;64318;0
173;64335;0
174;64344;0
175;64352;0
176;64329;0
177;64369;0
178;64325;0
179;64350;0
180;64267;0
181;64364;0
182;64314;0
183;64355;0
184;64314;0
185;64302;0
186;64381;0
187;64350;0
188;64315;0
189;64359;0
190;64329;0
191;64359;0
192;64370;0
193;64332;0
194;64371;0
195;64349;0
196;64357;0
197;64404;0
198;64324;0
199;64351;1
1;64241;0
2;64260;0
3;64230;0
4;64304;0
5;64247;0
6;64230;0
7;64227;0
8;64245;0
9;64259;0
10;64254;0
11;64257;0
12;64248;0
13;64236;0
14;64237;0
15;64233;0
16;64240;0
17;64178;0
18;64261;0
19;64247;0
20;64266;0
21;64256;0
22;64275;0
23;64230;0
24;64254;0
25;64254;0
26;64261;0
27;64232;0
28;64255;0
29;64250;0
30;64246;0
31;64270;0
32;64255;0
33;64206;0
34;64293;0
35;64231;0
36;64216;0
37;64269;0
38;64255;0
39;64226;0
40;64242;0
41;64221;0
42;64294;0
43;64284;0
44;64281;0
45;64250;0
46;64248;0
47;64232;0
48;64311;0
49;64205;0
50;64312;0
51;64253;0
52;64286;0
53;64256;0
54;64262;0
55;64228;0
56;64291;0
57;64226;0
58;64257;0
59;64189;0
60;64278;0
61;64256;0
62;64226;0
63;64233;0
64;64259;0
65;64270;0
66;64281;0
67;64257;0
68;64273;0
69;64277;0
70;64253;0
71;64270;0
72;64285;0
73;64283;0
74;64243;0
75;64276;0
76;64250;0
77;64287;0
78;64243;0
79;64270;0
80;64184;0
81;64316;0
82;64250;0
83;64224;0
84;64305;0
85;64186;0
86;64287;0
87;64263;0
88;64300;0
89;64260;0
90;64213;0
91;64294;0
92;64248;0
93;64264;0
94;64241;0
95;64326;0
96;64266;0
97;64317;0
98;64259;0
99;64265;0
100;64241;0
101;64297;0
102;64327;0
103;64292;0
104;64280;0
105;64278;0
106;64322;0
107;64306;0
108;64250;0
109;64303;0
110;64317;0
111;64307;0
112;64255;0
113;64201;0
114;64262;0
115;64315;0
116;64303;0
117;64313;0
118;64266;0
119;64263;0
120;64330;0
121;64267;0
122;64278;0
123;64301;0
124;64302;0
125;64330;0
126;64313;0
127;64293;0
128;64299;0
129;64282;0
130;64314;0
131;64263;0
132;64356;0
133;64382;0
134;64355;0
135;64284;0
136;64343;0
137;64342;0
138;64379;0
139;64355;0
140;64303;0
141;64377;0
142;64322;0
143;64327;0
144;64338;0
145;64356;0
146;64400;0
147;64360;0
148;64330;0
149;64340;0
150;64375;0
151;64348;0
152;64364;0
153;64357;0
154;64380;0
155;64350;0
156;64376;1
1;64214;0
2;64241;0
3;64213;0
4;64251;0
5;64239;0
6;64207;0
7;64205;0
8;64221;0
9;64212;0
10;64201;0
11;64231;0
12;64201;0
13;64158;0
14;64190;0
15;64155;0
16;64186;0
17;64188;0
18;64212;0
19;64186;0
20;64238;0
21;64180;0
22;64196;0
23;64224;0
24;64196;0
25;64199;0
26;64227;0
27;64198;0
28;64131;0
29;64191;0
30;64190;0
31;64259;0
32;64196;0
33;64210;0
34;64259;0
35;64213;0
36;64141;0
37;64184;0
38;64166;0
39;64219;0
40;64201;0
41;64176;0
42;64231;0
43;64208;0
44;64223;0
45;64187;0
46;64224;0
47;64229;0
48;64203;0
49;64205;0
50;64193;0
51;64182;0
52;64255;0
53;64196;0
54;64264;0
55;64211;0
56;64157;0
57;64200;0
58;64206;0
59;64210;0
60;64212;0
61;64255;0
62;64222;0
63;64252;0
64;64213;0
65;64218;0
66;64188;0
67;64230;0
68;64204;0
69;64233;0
70;64185;0
71;64188;0
72;64194;0
73;64184;0
74;64226;0
75;64220;0
76;64263;0
77;64211;0
78;64221;0
79;64232;0
80;64187;0
81;64188;0
82;64251;0
83;64218;0
84;64223;0
85;64287;0
86;64192;0
87;64196;0
88;64179;0
89;64196;0
90;64251;0
91;64195;0
92;64228;0
93;64272;0
94;64238;0
95;64255;0
96;64231;0
97;64199;0
98;64191;0
99;64269;0
100;64229;0
101;64243;0
102;64236;0
103;64322;0
104;64288;0
105;64221;0
106;64260;0
107;64282;0
108;64231;0
109;64286;0
110;64280;0
111;64246;0
112;64266;0
113;64210;0
114;64263;0
115;64263;0
116;64199;0
117;64239;0
118;64259;0
119;64264;0
120;64255;0
121;64295;0
122;64246;0
123;64288;0
124;64281;0
125;64269;0
126;64290;0
127;64257;0
128;64268;0
129;64266;0
130;64302;0
131;64332;0
132;64290;0
133;64270;0
134;64267;0
135;64298;0
136;64330;0
137;64203;0
138;64328;0
139;64350;0
140;64284;0
141;64312;0
142;64388;0
143;64312;0
144;64270;0
145;64319;0
146;64281;0
147;64330;0
148;64341;0
149;64334;0
150;64349;0
151;64338;0
152;64360;0
153;64305;0
154;64379;0
155;64286;0
156;64325;0
157;64359;0
158;64295;0
159;64340;0
160;64332;0
161;64360;0
162;64383;0
163;64373;0
164;64371;0
165;64401;1
1;64285;0
2;64227;0
3;64267;0
4;64270;0
5;64276;0
6;64229;0
7;64161;0
8;64245;0
9;64188;0
10;64261;0
11;64264;0
12;64233;0
13;64225;0
14;64230;0
15;64242;0
16;64231;0
17;64230;0
18;64208;0
19;64227;0
20;64298;0
21;64235;0
22;64236;0
23;64208;0
24;64236;0
25;64270;0
26;64285;0
27;64214;0
28;64251;0
29;64271;0
30;64224;0
31;64245;0
32;64292;0
33;64229;0
34;64204;0
35;64221;0
36;64221;0
37;64264;0
38;64233;0
39;64217;0
40;64187;0
41;64275;0
42;64254;0
43;64284;0
44;64241;0
45;64265;0
46;64254;0
47;64231;0
48;64280;0
49;64242;0
50;64250;0
51;64232;0
52;64225;0
53;64269;0
54;64255;0
55;64229;0
56;64246;0
57;64243;0
58;64256;0
59;64273;0
60;64291;0
61;64276;0
62;64298;0
63;64242;0
64;64272;0
65;64275;0
66;64208;0
67;64269;0
68;64251;0
69;64266;0
70;64213;0
71;64257;0
72;64221;0
73;64281;0
74;64251;0
75;64285;0
76;64222;0
77;64264;0
78;64249;0
79;64250;0
80;64206;0
81;64241;0
82;64311;0
83;64296;0
84;64315;0
85;64276;0
86;64259;0
87;64283;0
88;64252;0
89;64226;0
90;64225;0
91;64219;0
92;64250;0
93;64314;0
94;64258;0
95;64189;0
96;64265;0
97;64254;0
98;64280;0
99;64246;0
100;64277;0
101;64285;0
102;64283;0
103;64232;0
104;64296;0
105;64301;0
106;64329;0
107;64247;0
108;64303;0
109;64274;0
110;64229;0
111;64304;0
112;64258;0
113;64339;0
114;64328;0
115;64318;0
116;64277;0
117;64242;0
118;64319;0
119;64327;0
120;64329;0
121;64275;0
122;64258;0
123;64268;0
124;64301;0
125;64331;0
126;64329;0
127;64303;0
128;64321;0
129;64341;0
130;64307;0
131;64310;0
132;64355;0
133;64378;0
134;64314;0
135;64361;0
136;64309;0
137;64290;0
138;64335;0
139;64306;0
140;64277;0
141;64315;0
142;64364;0
143;64312;0
144;64321;0
145;64306;0
146;64302;0
147;64319;0
148;64339;0
149;64324;0
150;64304;0
151;64353;0
152;64344;0
153;64339;0
154;64341;0
155;64386;0
156;64358;0
157;64302;0
158;64336;0
159;64391;0
160;64389;0
161;64329;0
162;64410;0
163;64398;1
1;64218;0
2;64181;0
3;64173;0
4;64145;0
5;64215;0
6;64223;0
7;64211;0
8;64183;0
9;64204;0
10;64192;0
11;64264;0
12;64229;0
13;64146;0
14;64172;0
15;64249;0
16;64228;0
17;64226;0
18;64209;0
19;64160;0
20;64187;0
21;64186;0
22;64163;0
23;64156;0
24;64184;0
25;64197;0
26;64251;0
27;64154;0
28;64192;0
29;64257;0
30;64185;0
31;64193;0
32;64216;0
33;64233;0
34;64206;0
35;64234;0
36;64218;0
37;64222;0
38;64208;0
39;64179;0
40;64249;0
41;64233;0
42;64201;0
43;64254;0
44;64225;0
45;64263;0
46;64160;0
47;64165;0
48;64212;0
49;64177;0
50;64269;0
51;64166;0
52;64210;0
53;64266;0
54;64214;0
55;64242;0
56;64207;0
57;64217;0
58;64212;0
59;64230;0
60;64200;0
61;64227;0
62;64222;0
63;64247;0
64;64194;0
65;64239;0
66;64201;0
67;64182;0
68;64237;0
69;64262;0
70;64215;0
71;64158;0
72;64241;0
73;64217;0
74;64231;0
75;64261;0
76;64222;0
77;64245;0
78;64171;0
79;64199;0
80;64195;0
81;64218;0
82;64220;0
83;64211;0
84;64179;0
85;64243;0
86;64244;0
87;64202;0
88;64223;0
89;64203;0
90;64235;0
91;64227;0
92;64241;0
93;64170;0
94;64244;0
95;64208;0
96;64208;0
97;64237;0
98;64265;0
99;64242;0
100;64239;0
101;64181;0
102;64257;0
103;64203;0
104;64243;0
105;64201;0
106;64244;0
107;64190;0
108;64226;0
109;64218;0
110;64228;0
111;64198;0
112;64233;0
113;64287;0
114;64253;0
115;64181;0
116;64177;0
117;64264;0
118;64216;0
119;64235;0
120;64273;0
121;64248;0
122;64299;0
123;64204;0
124;64248;0
125;64253;0
126;64245;0
127;64224;0
128;64227;0
129;64219;0
130;64265;0
131;64269;0
132;64195;0
133;64252;0
134;64220;0
135;64221;0
136;64272;0
137;64276;0
138;64274;0
139;64229;0
140;64209;0
141;64254;0
142;64261;0
143;64251;0
144;64245;0
145;64242;0
146;64244;0
147;64205;0
148;64301;0
149;64237;0
150;64262;0
151;64265;0
152;64254;0
153;64289;0
154;64255;0
155;64292;0
156;64234;0
157;64261;0
158;64290;0
159;64307;0
160;64293;0
161;64245;0
162;64232;0
163;64264;0
164;64293;0
165;64294;0
166;64319;0
167;64260;0
168;64322;0
169;64278;0
170;64323;0
171;64297;0
172;64327;0
173;64305;0
174;64364;0
175;64268;0
176;64313;0
177;64284;0
178;64292;0
179;64375;0
180;64336;0
181;64327;0
182;64372;0
183;64387;0
184;64341;0
185;64300;0
186;64326;0
187;64333;0
188;64342;0
189;64346;0
190;64380;0
191;64372;0
192;64360;0
193;64401;0
194;64334;1
1;64232;0
2;64249;0
3;64249;0
4;64221;0
5;64184;0
6;64248;0
7;64230;0
8;64232;0
9;64184;0
10;64264;0
11;64217;0
12;64218;0
13;64206;0
14;64166;0
15;64249;0
16;64165;0
17;64213;0
18;64176;0
19;64218;0
20;64216;0
21;64243;0
22;64241;0
23;64213;0
24;64202;0
25;64181;0
26;64249;0
27;64197;0
28;64182;0
29;64275;0
30;64243;0
31;64243;0
32;64207;0
33;64260;0
34;64208;0
35;64263;0
36;64226;0
37;64153;0
38;64227;0
39;64216;0
40;64261;0
41;64187;0
42;64209;0
43;64150;0
44;64227;0
45;64191;0
46;64267;0
47;64216;0
48;64216;0
49;64235;0
50;64250;0
51;64249;0
52;64227;0
53;64211;0
54;64170;0
55;64227;0
56;64232;0
57;64204;0
58;64239;0
59;64271;0
60;64179;0
61;64203;0
62;64237;0
63;64251;0
64;64193;0
65;64206;0
66;64230;0
67;64183;0
68;64251;0
69;64215;0
70;64195;0
71;64224;0
72;64209;0
73;64225;0
74;64230;0
75;64207;0
76;64213;0
77;64210;0
78;64255;0
79;64224;0
80;64236;0
81;64216;0
82;64240;0
83;64213;0
84;64227;0
85;64196;0
86;64184;0
87;64206;0
88;64244;0
89;64212;0
90;64258;0
91;64249;0
92;64245;0
93;64177;0
94;64227;0
95;64214;0
96;64271;0
97;64225;0
98;64205;0
99;64230;0
100;64194;0
101;64210;0
102;64216;0
103;64218;0
104;64200;0
105;64224;0
106;64217;0
107;64226;0
108;64196;0
109;64217;0
110;64199;0
111;64282;0
112;64232;0
113;64182;0
114;64247;0
115;64276;0
116;64189;0
117;64224;0
118;64222;0
119;64241;0
120;64242;0
121;64176;0
122;64218;0
123;64268;0
124;64234;0
125;64193;0
126;64235;0
127;64282;0
128;64258;0
129;64198;0
130;64246;0
131;64302;0
132;64251;0
133;64226;0
134;64219;0
135;64156;0
136;64273;0
137;64218;0
138;64262;0
139;64229;0
140;64247;0
141;64258;0
142;64244;0
143;64222;0
144;64208;0
145;64213;0
146;64257;0
147;64235;0
148;64257;0
149;64250;0
150;64257;0
151;64221;0
152;64247;0
153;64272;0
154;64257;0
155;64283;0
156;64278;0
157;64215;0
158;64246;0
159;64233;0
160;64293;0
161;64252;0
162;64302;0
163;64269;0
164;64215;0
165;64226;0
166;64310;0
167;64162;0
168;64215;0
169;64255;0
170;64281;0
171;64234;0
172;64303;0
173;64257;0
174;64254;0
175;64268;0
176;64376;0
177;64244;0
178;64283;0
179;64231;0
180;64244;0
181;64311;0
182;64275;0
183;64278;0
184;64277;0
185;64293;0
186;64324;0
187;64241;0
188;64342;0
189;64310;0
190;64328;0
191;64320;0
192;64293;0
193;64315;0
194;64230;0
195;64286;0
196;64306;0
197;64287;0
198;64248;0
199;64254;0
200;64299;0
201;64339;0
202;64270;0
203;64308;0
204;64267;0
205;64326;0
206;64328;0
207;64260;0
208;64327;0
209;64310;0
210;64314;0
211;64326;0
212;64335;0
213;64319;0
214;64350;0
215;64241;0
216;64293;0
217;64328;0
218;64369;0
219;64337;0
220;64398;0
221;64352;0
222;64322;0
223;64298;0
224;64362;0
225;64335;0
226;64305;0
227;64351;0
228;64277;0
229;64411;0
230;64348;0
231;64375;0
232;64407;0
233;64341;0
234;64350;1
1;64303;0
2;64269;0
3;64256;0
4;64233;0
5;64271;0
6;64255;0
7;64269;0
8;64289;0
9;64290;0
10;64265;0
11;64304;0
12;64271;0
13;64317;0
14;64271;0
15;64319;0
16;64261;0
17;64294;0
18;64308;0
19;64228;0
20;64273;0
21;64335;0
22;64231;0
23;64270;0
24;64250;0
25;64290;0
26;64239;0
27;64335;0
28;64272;0
29;64258;0
30;64281;0
31;64315;0
32;64296;0
33;64333;0
34;64278;0
35;64260;0
36;64254;0
37;64301;0
38;64277;0
39;64289;0
40;64272;0
41;64274;0
42;64243;0
43;64247;0
44;64280;0
45;64274;0
46;64251;0
47;64258;0
48;64253;0
49;64311;0
50;64226;0
51;64280;0
52;64282;0
53;64345;0
54;64264;0
55;64276;0
56;64287;0
57;64304;0
58;64261;0
59;64300;0
60;64260;0
61;64321;0
62;64210;0
63;64260;0
64;64277;0
65;64314;0
66;64321;0
67;64304;0
68;64289;0
69;64272;0
70;64277;0
71;64243;0
72;64266;0
73;64319;0
74;64278;0
75;64306;0
76;64216;0
77;64254;0
78;64245;0
79;64271;0
80;64298;0
81;64271;0
82;64312;0
83;64327;0
84;64267;0
85;64285;0
86;64306;0
87;64261;0
88;64278;0
89;64289;0
90;64209;0
91;64277;0
92;64338;0
93;64339;0
94;64277;0
95;64306;0
96;64307;0
97;64276;0
98;64320;0
99;64341;0
100;64320;0
101;64260;0
102;64259;0
103;64306;0
104;64254;0
105;64320;0
106;64245;0
107;64259;0
108;64261;0
109;64218;0
110;64287;0
111;64241;0
112;64268;0
113;64303;0
114;64317;0
115;64307;0
116;64357;0
117;64252;0
118;64311;0
119;64301;0
120;64290;0
121;64319;0
122;64296;0
123;64313;0
124;64276;0
125;64295;0
126;64295;0
127;64286;0
128;64252;0
129;64315;0
130;64303;0
131;64290;0
132;64297;0
133;64321;0
134;64322;0
135;64355;0
136;64266;0
137;64275;0
138;64251;0
139;64289;0
140;64262;0
141;64324;0
142;64344;0
143;64362;0
144;64282;0
145;64313;0
146;64328;0
147;64313;0
148;64306;0
149;64307;0
150;64312;0
151;64264;0
152;64350;0
153;64343;0
154;64302;0
155;64294;0
156;64306;0
157;64308;0
158;64297;0
159;64325;0
160;64297;0
161;64323;0
162;64317;0
163;64359;0
164;64325;0
165;64337;0
166;64307;0
167;64363;0
168;64379;0
169;64371;0
170;64354;0
171;64329;0
172;64324;0
173;64373;0
174;64338;0
175;64354;0
176;64356;0
177;64340;0
178;64334;0
179;64371;0
180;64311;0
181;64382;0
182;64335;0
183;64333;0
184;64377;0
185;64363;0
186;64304;0
187;64366;0
188;64318;0
189;64349;0
190;64388;0
191;64335;1
1;64224;0
2;64224;0
3;64209;0
4;64201;0
5;64184;0
6;64160;0
7;64196;0
8;64191;0
9;64239;0
10;64214;0
11;64136;0
12;64226;0
13;64230;0
14;64201;0
15;64206;0
16;64171;0
17;64193;0
18;64226;0
19;64170;0
20;64205;0
21;64205;0
22;64231;0
23;64198;0
24;64170;0
25;64234;0
26;64162;0
27;64179;0
28;64147;0
29;64197;0
30;64173;0
31;64220;0
32;64200;0
33;64178;0
34;64226;0
35;64193;0
36;64217;0
37;64187;0
38;64160;0
39;64240;0
40;64240;0
41;64227;0
42;64196;0
43;64216;0
44;64202;0
45;64218;0
46;64192;0
47;64202;0
48;64211;0
49;64187;0
50;64202;0
51;64207;0
52;64227;0
53;64200;0
54;64210;0
55;64209;0
56;64162;0
57;64245;0
58;64223;0
59;64216;0
60;64250;0
61;64210;0
62;64219;0
63;64253;0
64;64209;0
65;64249;0
66;64299;0
67;64264;0
68;64243;0
69;64210;0
70;64169;0
71;64221;0
72;64235;0
73;64216;0
74;64209;0
75;64200;0
76;64191;0
77;64266;0
78;64262;0
79;64218;0
80;64243;0
81;64186;0
82;64190;0
83;64195;0
84;64253;0
85;64294;0
86;64233;0
87;64188;0
88;64275;0
89;64211;0
90;64175;0
91;64259;0
92;64209;0
93;64264;0
94;64229;0
95;64199;0
96;64225;0
97;64225;0
98;64274;0
99;64224;0
100;64222;0
101;64251;0
102;64200;0
103;64142;0
104;64272;0
105;64212;0
106;64275;0
107;64206;0
108;64229;0
109;64219;0
110;64203;0
111;64284;0
112;64225;0
113;64210;0
114;64191;0
115;64244;0
116;64240;0
117;64200;0
118;64245;0
119;64223;0
120;64197;0
121;64190;0
122;64244;0
123;64247;0
124;64234;0
125;64240;0
126;64166;0
127;64284;0
128;64208;0
129;64247;0
130;64208;0
131;64182;0
132;64250;0
133;64290;0
134;64257;0
135;64244;0
136;64235;0
137;64238;0
138;64321;0
139;64260;0
140;64278;0
141;64283;0
142;64230;0
143;64280;0
144;64285;0
145;64275;0
146;64244;0
147;64315;0
148;64254;0
149;64296;0
150;64292;0
151;64233;0
152;64247;0
153;64254;0
154;64264;0
155;64315;0
156;64240;0
157;64227;0
158;64319;0
159;64309;0
160;64304;0
161;64242;0
162;64321;0
163;64269;0
164;64281;0
165;64237;0
166;64276;0
167;64322;0
168;64256;0
169;64277;0
170;64265;0
171;64286;0
172;64343;0
173;64296;0
174;64295;0
175;64263;0
176;64354;0
177;64236;0
178;64337;0
179;64267;0
180;64284;0
181;64287;0
182;64273;0
183;64310;0
184;64306;0
185;64303;0
186;64306;0
187;64296;0
188;64333;0
189;64304;0
190;64345;0
191;64316;0
192;64320;0
193;64308;0
194;64405;0
195;64354;0
196;64365;0
197;64337;0
198;64355;0
199;64397;0
200;64393;1
1;64244;0
2;64216;0
3;64287;0
4;64222;0
5;64169;0
6;64210;0
7;64283;0
8;64241;0
9;64263;0
10;64277;0
11;64281;0
12;64296;0
13;64180;0
14;64214;0
15;64255;0
16;64241;0
17;64234;0
18;64216;0
19;64281;0
20;64280;0
21;64261;0
22;64255;0
23;64262;0
24;64281;0
25;64205;0
26;64277;0
27;64268;0
28;64263;0
29;64219;0
30;64239;0
31;64208;0
32;64258;0
33;64222;0
34;64245;0
35;64225;0
36;64333;0
37;64278;0
38;64281;0
39;64252;0
40;64272;0
41;64178;0
42;64157;0
43;64240;0
44;64274;0
45;64290;0
46;64285;0
47;64239;0
48;64219;0
49;64219;0
50;64310;0
51;64232;0
52;64274;0
53;64260;0
54;64207;0
55;64262;0
56;64231;0
57;64282;0
58;64218;0
59;64240;0
60;64299;0
61;64210;0
62;64256;0
63;64334;0
64;64297;0
65;64240;0
66;64238;0
67;64249;0
68;64288;0
69;64294;0
70;64192;0
71;64249;0
72;64228;0
73;64241;0
74;64278;0
75;64208;0
76;64258;0
77;64275;0
